Timestamp,Day,Hour,Realm,Players,Vote_Progress
2026-02-02 17:12:25,Monday,17,Arcane,44,0
2026-02-02 17:12:52,Monday,17,Cosmic,32,0
2026-02-02 17:12:53,Monday,17,Cosmic,32,56
2026-02-02 17:32:38,Monday,17,Arcane,44,94
2026-02-02 17:40:34,Monday,17,Arcane,44,95
2026-02-02 17:42:25,Monday,17,Arcane,33,96
2026-02-02 17:42:33,Monday,17,Arcane,59,0
2026-02-02 17:45:04,Monday,17,Arcane,63,0
2026-02-02 17:45:08,Monday,17,Arcane,63,0
2026-02-02 17:49:40,Monday,17,Cosmic,32,77
2026-02-02 18:04:03,Monday,18,Cosmic,32,82
2026-02-02 18:04:54,Monday,18,Cosmic,32,90
2026-02-02 18:06:00,Monday,18,Cosmic,32,96
2026-02-02 18:06:36,Monday,18,Cosmic,32,99
2026-02-02 18:55:42,Monday,18,Elysium,0,24
2026-02-02 18:55:48,Monday,18,Elysium,30,0
2026-02-02 18:56:01,Monday,18,Arcane,43,34
2026-02-02 18:56:05,Monday,18,Arcane,43,0
2026-02-02 18:56:16,Monday,18,Cosmic,32,17
2026-02-02 18:56:22,Monday,18,Cosmic,42,0
2026-02-02 18:57:08,Monday,18,Elysium,30,25
2026-02-02 22:31:08,Monday,22,Elysium,50,100
2026-02-03 00:47:15,Tuesday,0,Cosmic,0,27
2026-02-03 01:48:39,Tuesday,1,Cosmic,0,89
2026-02-03 02:11:45,Tuesday,2,Cosmic,11,9
2026-02-03 03:13:12,Tuesday,3,Elysium,9,93
2026-02-03 03:13:19,Tuesday,3,Elysium,9,100
2026-02-03 04:13:46,Tuesday,4,Arcane,23,29
2026-02-03 04:31:13,Tuesday,4,Cosmic,21,94
2026-02-03 04:31:24,Tuesday,4,Cosmic,21,100
2026-02-03 04:34:55,Tuesday,4,Cosmic,21,6
2026-02-03 04:55:47,Tuesday,4,Arcane,23,48
2026-02-03 07:40:53,Tuesday,7,Arcane,16,91
2026-02-03 07:43:45,Tuesday,7,Cosmic,6,80
2026-02-03 07:50:37,Tuesday,7,Arcane,16,94
2026-02-03 07:51:01,Tuesday,7,Arcane,16,98
2026-02-03 07:51:05,Tuesday,7,Arcane,16,100
2026-02-03 07:53:55,Tuesday,7,Arcane,16,0
2026-02-03 08:08:27,Tuesday,8,Cosmic,5,87
2026-02-03 08:23:00,Tuesday,8,Cosmic,5,97
2026-02-03 08:27:51,Tuesday,8,Cosmic,5,0
2026-02-03 09:23:59,Tuesday,9,Elysium,2,79
2026-02-03 09:27:47,Tuesday,9,Elysium,2,88
2026-02-03 09:37:09,Tuesday,9,Elysium,2,96
2026-02-03 09:38:15,Tuesday,9,Elysium,2,97
2026-02-03 09:39:15,Tuesday,9,Elysium,2,100
2026-02-03 09:50:33,Tuesday,9,Elysium,2,9
2026-02-03 10:56:24,Tuesday,10,Elysium,1,100
2026-02-03 12:13:38,Tuesday,12,Arcane,0,34
2026-02-03 12:15:57,Tuesday,12,Cosmic,0,46
2026-02-03 12:22:29,Tuesday,12,Cosmic,0,50
2026-02-03 12:23:10,Tuesday,12,Arcane,0,38
2026-02-03 13:48:18,Tuesday,13,Cosmic,0,100
2026-02-03 13:49:49,Tuesday,13,Cosmic,0,0
2026-02-03 13:52:58,Tuesday,13,Arcane,0,54
2026-02-03 15:31:38,Tuesday,15,Arcane,0,89
2026-02-03 15:36:25,Tuesday,15,Arcane,0,0
2026-02-03 15:36:55,Tuesday,15,Cosmic,0,4
2026-02-03 19:29:33,Tuesday,19,Cosmic,44,10
2026-02-03 22:47:40,Tuesday,22,Elysium,50,82
2026-02-03 22:47:47,Tuesday,22,Elysium,41,0
2026-02-03 22:48:10,Tuesday,22,Arcane,57,24
2026-02-03 22:48:17,Tuesday,22,Arcane,43,0
2026-02-03 22:48:31,Tuesday,22,Cosmic,46,0
2026-02-03 22:48:38,Tuesday,22,Cosmic,46,61
2026-02-04 01:12:48,Wednesday,1,Cosmic,1,89
2026-02-04 01:15:58,Wednesday,1,Cosmic,1,100
2026-02-04 02:52:38,Wednesday,2,Arcane,23,61
2026-02-04 02:55:52,Wednesday,2,Arcane,23,64
2026-02-04 02:57:27,Wednesday,2,Cosmic,10,32
2026-02-04 03:00:13,Wednesday,3,Elysium,9,78
2026-02-04 03:00:26,Wednesday,3,Elysium,39,0
2026-02-04 03:00:28,Wednesday,3,Elysium,40,0
2026-02-04 03:10:13,Wednesday,3,Elysium,40,91
2026-02-04 03:17:47,Wednesday,3,Elysium,39,0
2026-02-04 03:27:53,Wednesday,3,Elysium,39,95
2026-02-04 03:28:03,Wednesday,3,Elysium,40,0
2026-02-04 03:28:27,Wednesday,3,Arcane,26,73
2026-02-04 03:28:43,Wednesday,3,Elysium,40,97
2026-02-04 03:28:44,Wednesday,3,Cosmic,40,0
2026-02-04 03:28:51,Wednesday,3,Arcane,44,0
2026-02-04 03:29:02,Wednesday,3,Elysium,48,0
2026-02-04 03:30:20,Wednesday,3,Elysium,52,0
2026-02-04 03:30:47,Wednesday,3,Elysium,52,100
2026-02-04 03:30:48,Wednesday,3,Elysium,52,100
2026-02-04 03:30:55,Wednesday,3,Elysium,51,0
2026-02-04 03:33:26,Wednesday,3,Cosmic,33,0
2026-02-04 03:33:35,Wednesday,3,Arcane,43,0
2026-02-04 03:33:49,Wednesday,3,Elysium,47,0
2026-02-04 03:33:53,Wednesday,3,Elysium,47,1
2026-02-04 03:37:59,Wednesday,3,Arcane,43,81
2026-02-04 03:50:58,Wednesday,3,Arcane,43,98
2026-02-04 03:51:32,Wednesday,3,Arcane,43,100
2026-02-04 03:51:36,Wednesday,3,Arcane,63,0
2026-02-04 03:56:14,Wednesday,3,Arcane,63,0
2026-02-04 04:26:52,Wednesday,4,Cosmic,23,45
2026-02-04 04:31:35,Wednesday,4,Cosmic,23,61
2026-02-04 04:31:56,Wednesday,4,Cosmic,23,65
2026-02-04 04:32:38,Wednesday,4,Arcane,35,5
2026-02-04 04:33:35,Wednesday,4,Elysium,32,11
2026-02-04 04:46:34,Wednesday,4,Cosmic,23,74
2026-02-04 04:56:02,Wednesday,4,Cosmic,23,76
2026-02-04 05:13:53,Wednesday,5,Cosmic,17,80
2026-02-04 05:41:58,Wednesday,5,Cosmic,17,97
2026-02-04 05:42:18,Wednesday,5,Cosmic,17,99
2026-02-04 07:04:58,Wednesday,7,Elysium,14,55
2026-02-04 08:21:14,Wednesday,8,Elysium,5,65
2026-02-04 08:28:16,Wednesday,8,Arcane,14,90
2026-02-04 08:34:49,Wednesday,8,Arcane,14,96
2026-02-04 08:40:55,Wednesday,8,Arcane,14,99
2026-02-04 08:44:29,Wednesday,8,Arcane,14,1
2026-02-04 08:48:04,Wednesday,8,Cosmic,5,59
2026-02-04 09:03:57,Wednesday,9,Elysium,2,75
2026-02-04 10:18:04,Wednesday,10,Elysium,1,80
2026-02-04 10:36:43,Wednesday,10,Elysium,1,90
2026-02-04 10:56:33,Wednesday,10,Elysium,1,0
2026-02-04 11:26:59,Wednesday,11,Arcane,0,21
2026-02-04 11:27:02,Wednesday,11,Cosmic,0,7
2026-02-04 13:06:34,Wednesday,13,Cosmic,0,10
2026-02-04 13:06:58,Wednesday,13,Arcane,0,37
2026-02-04 15:08:12,Wednesday,15,Elysium,0,46
2026-02-04 15:17:32,Wednesday,15,Arcane,0,45
2026-02-04 15:17:45,Wednesday,15,Cosmic,0,45
2026-02-04 15:18:27,Wednesday,15,Arcane,0,61
2026-02-04 15:47:02,Wednesday,15,Arcane,0,67
2026-02-04 15:47:54,Wednesday,15,Cosmic,0,50
2026-02-04 17:13:04,Wednesday,17,Elysium,15,74
2026-02-04 17:13:17,Wednesday,17,Arcane,43,91
2026-02-04 17:13:45,Wednesday,17,Cosmic,33,84
2026-02-04 17:18:18,Wednesday,17,Arcane,43,97
2026-02-04 17:18:24,Wednesday,17,Arcane,43,99
2026-02-04 17:20:52,Wednesday,17,Arcane,43,0
2026-02-04 17:22:59,Wednesday,17,Elysium,15,91
2026-02-04 17:23:13,Wednesday,17,Cosmic,33,85
2026-02-04 17:28:46,Wednesday,17,Cosmic,33,98
2026-02-04 17:29:34,Wednesday,17,Cosmic,33,100
2026-02-04 17:32:13,Wednesday,17,Cosmic,33,0
2026-02-04 17:32:16,Wednesday,17,Elysium,15,100
2026-02-04 17:52:40,Wednesday,17,Elysium,15,0
2026-02-04 18:54:29,Wednesday,18,Cosmic,33,24
2026-02-05 01:55:42,Thursday,1,Cosmic,1,80
2026-02-05 01:56:01,Thursday,1,Arcane,15,47
2026-02-05 01:56:14,Thursday,1,Elysium,12,5
2026-02-05 03:10:41,Thursday,3,Cosmic,20,82
2026-02-05 03:14:39,Thursday,3,Elysium,29,53
2026-02-05 03:26:35,Thursday,3,Arcane,36,100
2026-02-05 03:28:03,Thursday,3,Arcane,36,0
2026-02-05 03:28:07,Thursday,3,Cosmic,20,54
2026-02-05 04:56:48,Thursday,4,Cosmic,22,83
2026-02-05 04:57:44,Thursday,4,Arcane,35,25
2026-02-05 05:19:59,Thursday,5,Cosmic,17,88
2026-02-05 05:21:01,Thursday,5,Cosmic,17,89
2026-02-05 05:23:04,Thursday,5,Cosmic,17,90
2026-02-05 05:26:00,Thursday,5,Cosmic,17,95
2026-02-05 05:30:13,Thursday,5,Cosmic,17,0
2026-02-05 05:30:14,Thursday,5,Cosmic,17,100
2026-02-05 05:32:01,Thursday,5,Cosmic,17,0
2026-02-05 05:50:51,Thursday,5,Elysium,14,85
2026-02-05 05:53:10,Thursday,5,Elysium,14,94
2026-02-05 05:54:25,Thursday,5,Elysium,14,100
2026-02-05 06:21:33,Thursday,6,Elysium,16,5
2026-02-05 07:33:41,Thursday,7,Cosmic,5,19
2026-02-05 07:34:27,Thursday,7,Arcane,15,58
2026-02-05 09:20:44,Thursday,9,Arcane,3,87
2026-02-05 09:20:59,Thursday,9,Cosmic,1,67
2026-02-05 09:49:36,Thursday,9,Arcane,3,100
2026-02-05 09:59:35,Thursday,9,Arcane,3,0
2026-02-05 10:23:44,Thursday,10,Cosmic,0,93
2026-02-05 10:24:14,Thursday,10,Cosmic,0,95
2026-02-05 10:33:28,Thursday,10,Cosmic,0,100
2026-02-05 10:37:56,Thursday,10,Cosmic,0,5
2026-02-05 10:56:24,Thursday,10,Elysium,1,25
2026-02-05 13:09:05,Thursday,13,Elysium,0,39
2026-02-05 13:46:01,Thursday,13,Arcane,0,17
2026-02-05 13:46:05,Thursday,13,Cosmic,0,39
2026-02-05 15:13:33,Thursday,15,Elysium,0,55
2026-02-05 15:13:53,Thursday,15,Cosmic,0,74
2026-02-05 15:13:58,Thursday,15,Arcane,0,29
2026-02-05 15:41:58,Thursday,15,Elysium,0,62
2026-02-05 16:14:48,Thursday,16,Elysium,6,76
2026-02-05 16:15:26,Thursday,16,Cosmic,21,75
2026-02-05 16:26:14,Thursday,16,Elysium,6,88
2026-02-05 16:28:14,Thursday,16,Elysium,6,90
2026-02-05 16:34:12,Thursday,16,Elysium,6,96
2026-02-05 16:35:10,Thursday,16,Elysium,6,99
2026-02-05 16:51:29,Thursday,16,Cosmic,21,99
2026-02-05 17:00:33,Thursday,17,Cosmic,31,0
2026-02-05 18:22:01,Thursday,18,Arcane,43,97
2026-02-05 18:22:03,Thursday,18,Arcane,43,98
2026-02-05 18:38:39,Thursday,18,Arcane,43,9
2026-02-08 16:40:32,Sunday,16,Arcane,29,94
2026-02-08 17:00:04,Sunday,17,Elysium,11,57
2026-02-08 17:39:00,Sunday,17,Elysium,11,68
2026-02-08 17:40:56,Sunday,17,Cosmic,31,66
2026-02-08 17:54:17,Sunday,17,Arcane,42,11
2026-02-08 17:58:43,Sunday,17,Elysium,11,73
2026-02-08 18:14:53,Sunday,18,Cosmic,33,75
2026-02-08 18:36:04,Sunday,18,Cosmic,33,80
2026-02-08 18:36:42,Sunday,18,Elysium,13,89
2026-02-08 18:45:53,Sunday,18,Cosmic,33,89
2026-02-08 18:46:46,Sunday,18,Cosmic,33,91
2026-02-08 18:46:50,Sunday,18,Elysium,13,90
2026-02-08 18:47:31,Sunday,18,Cosmic,33,95
2026-02-08 18:48:06,Sunday,18,Cosmic,33,100
2026-02-08 18:51:27,Sunday,18,Elysium,13,94
2026-02-08 19:17:52,Sunday,19,Arcane,56,35
2026-02-08 20:39:26,Sunday,20,Arcane,59,99
2026-02-08 20:49:00,Sunday,20,Elysium,48,40
2026-02-08 21:18:46,Sunday,21,Cosmic,54,70
2026-02-08 21:39:48,Sunday,21,Cosmic,54,83
2026-02-08 21:47:17,Sunday,21,Cosmic,54,96
2026-02-09 05:24:52,Monday,5,Elysium,14,69
2026-02-09 05:34:05,Monday,5,Arcane,19,84
2026-02-09 05:34:13,Monday,5,Cosmic,17,68
2026-02-09 05:49:51,Monday,5,Arcane,19,0
2026-02-09 05:50:00,Monday,5,Arcane,19,5
2026-02-09 06:14:24,Monday,6,Elysium,15,72
2026-02-09 06:44:53,Monday,6,Elysium,15,0
2026-02-09 06:45:03,Monday,6,Elysium,15,4
2026-02-09 09:28:49,Monday,9,Arcane,3,36
2026-02-09 09:28:57,Monday,9,Cosmic,1,49
2026-02-09 09:29:22,Monday,9,Cosmic,1,45
2026-02-09 09:38:45,Monday,9,Elysium,2,48
2026-02-09 10:17:11,Monday,10,Elysium,1,49
2026-02-09 10:20:07,Monday,10,Arcane,0,57
2026-02-09 12:02:29,Monday,12,Cosmic,0,98
2026-02-09 12:02:50,Monday,12,Cosmic,0,100
2026-02-09 12:07:24,Monday,12,Cosmic,0,1
2026-02-09 12:15:32,Monday,12,Arcane,0,62
2026-02-09 12:15:41,Monday,12,Elysium,0,52
2026-02-09 13:00:30,Monday,13,Cosmic,0,11
2026-02-09 13:01:56,Monday,13,Arcane,0,77
2026-02-09 14:21:23,Monday,14,Arcane,0,89
2026-02-09 14:23:47,Monday,14,Cosmic,0,41
2026-02-09 14:31:59,Monday,14,Arcane,0,94
2026-02-09 14:36:36,Monday,14,Arcane,0,100
2026-02-09 14:58:31,Monday,14,Elysium,0,76
2026-02-09 15:15:12,Monday,15,Cosmic,5,52
2026-02-09 15:34:34,Monday,15,Elysium,2,91
2026-02-09 15:43:23,Monday,15,Elysium,2,95
2026-02-09 15:45:03,Monday,15,Elysium,2,99
2026-02-09 15:45:15,Monday,15,Elysium,2,98
2026-02-09 15:45:20,Monday,15,Elysium,2,99
2026-02-09 16:25:10,Monday,16,Elysium,6,2
2026-02-09 16:25:34,Monday,16,Cosmic,21,56
2026-02-09 17:07:52,Monday,17,Cosmic,31,66
2026-02-09 17:24:48,Monday,17,Cosmic,31,100
2026-02-09 18:46:02,Monday,18,Cosmic,33,28
2026-02-09 18:46:15,Monday,18,Elysium,13,26
2026-02-09 18:46:56,Monday,18,Arcane,43,52
2026-02-09 19:23:48,Monday,19,Elysium,28,37
2026-02-09 19:24:20,Monday,19,Arcane,55,67
2026-02-09 19:44:05,Monday,19,Arcane,55,72
2026-02-09 19:54:11,Monday,19,Arcane,55,76
2026-02-09 19:59:47,Monday,19,Arcane,55,81
2026-02-09 19:59:56,Monday,19,Elysium,28,42
2026-02-09 20:00:03,Monday,20,Cosmic,55,51
2026-02-09 20:16:36,Monday,20,Arcane,58,91
2026-02-09 20:31:39,Monday,20,Arcane,58,97
2026-02-09 20:33:04,Monday,20,Arcane,58,100
2026-02-09 20:39:05,Monday,20,Cosmic,55,76
2026-02-09 20:48:38,Monday,20,Cosmic,55,87
2026-02-09 20:52:23,Monday,20,Cosmic,55,90
2026-02-09 20:54:18,Monday,20,Cosmic,55,95
2026-02-09 20:57:18,Monday,20,Cosmic,55,98
2026-02-09 20:57:26,Monday,20,Cosmic,55,100
2026-02-09 22:12:17,Monday,22,Elysium,49,74
2026-02-09 22:16:18,Monday,22,Elysium,49,86
2026-02-09 22:17:10,Monday,22,Elysium,49,93
2026-02-09 22:17:21,Monday,22,Elysium,49,95
2026-02-09 22:37:18,Monday,22,Arcane,56,72
2026-02-09 22:37:21,Monday,22,Cosmic,53,74
2026-02-09 22:47:53,Monday,22,Arcane,56,76
2026-02-09 22:47:58,Monday,22,Elysium,49,9
2026-02-09 23:16:09,Monday,23,Arcane,59,92
2026-02-09 23:16:14,Monday,23,Cosmic,32,90
2026-02-09 23:18:24,Monday,23,Cosmic,32,95
2026-02-09 23:24:15,Monday,23,Arcane,59,97
2026-02-09 23:25:47,Monday,23,Arcane,59,98
2026-02-09 23:26:50,Monday,23,Arcane,59,100
2026-02-10 00:57:12,Tuesday,0,Elysium,45,44
2026-02-10 01:11:50,Tuesday,1,Elysium,17,59
2026-02-10 01:12:08,Tuesday,1,Cosmic,1,32
2026-02-10 01:12:13,Tuesday,1,Arcane,15,28
2026-02-10 02:25:41,Tuesday,2,Arcane,33,83
2026-02-10 02:25:44,Tuesday,2,Cosmic,12,82
2026-02-10 02:26:25,Tuesday,2,Arcane,33,86
2026-02-10 02:34:14,Tuesday,2,Arcane,33,93
2026-02-10 02:34:26,Tuesday,2,Cosmic,12,87
2026-02-10 02:34:43,Tuesday,2,Arcane,33,94
2026-02-10 02:36:22,Tuesday,2,Arcane,33,96
2026-02-10 02:36:58,Tuesday,2,Arcane,33,97
2026-02-10 02:37:13,Tuesday,2,Arcane,33,99
2026-02-10 02:42:35,Tuesday,2,Cosmic,12,94
2026-02-10 02:43:17,Tuesday,2,Cosmic,12,95
2026-02-10 02:43:28,Tuesday,2,Cosmic,12,97
2026-02-10 02:43:34,Tuesday,2,Cosmic,12,98
2026-02-10 02:44:29,Tuesday,2,Cosmic,12,100
2026-02-10 03:18:44,Tuesday,3,Elysium,29,83
2026-02-10 03:23:42,Tuesday,3,Elysium,29,85
2026-02-10 03:30:02,Tuesday,3,Elysium,29,90
2026-02-10 03:32:05,Tuesday,3,Elysium,29,92
2026-02-10 03:33:43,Tuesday,3,Elysium,29,100
2026-02-10 03:39:59,Tuesday,3,Cosmic,18,3
2026-02-10 03:40:14,Tuesday,3,Elysium,29,11
2026-02-10 04:41:59,Tuesday,4,Cosmic,20,23
2026-02-10 05:54:52,Tuesday,5,Arcane,19,46
2026-02-10 05:54:57,Tuesday,5,Cosmic,17,33
2026-02-10 06:21:07,Tuesday,6,Arcane,15,87
2026-02-10 06:32:12,Tuesday,6,Arcane,15,94
2026-02-10 06:35:37,Tuesday,6,Arcane,15,97
2026-02-10 06:38:35,Tuesday,6,Arcane,15,100
2026-02-10 08:51:22,Tuesday,8,Cosmic,4,91
2026-02-10 08:51:26,Tuesday,8,Elysium,5,64
2026-02-10 08:52:57,Tuesday,8,Arcane,11,32
2026-02-10 08:53:43,Tuesday,8,Cosmic,4,98
2026-02-10 08:58:42,Tuesday,8,Cosmic,4,0
2026-02-10 09:00:35,Tuesday,9,Elysium,2,69
2026-02-10 09:58:30,Tuesday,9,Arcane,3,52
2026-02-10 10:37:17,Tuesday,10,Arcane,0,52
2026-02-10 10:41:14,Tuesday,10,Cosmic,0,19
2026-02-10 11:39:29,Tuesday,11,Elysium,0,93
2026-02-10 11:43:30,Tuesday,11,Elysium,0,96
2026-02-10 11:43:48,Tuesday,11,Elysium,0,98
2026-02-10 11:48:19,Tuesday,11,Elysium,0,0
2026-02-10 13:14:37,Tuesday,13,Elysium,0,13
2026-02-10 14:00:27,Tuesday,14,Cosmic,0,100
2026-02-10 15:29:35,Tuesday,15,Arcane,2,18
